Row ID,Order ID,Order Date,Ship Date,Ship Mode,Segment,Region,State,Category,Product Name,Sales,Quantity,Discount,Profit
2895,CA-2023-002146,2022-07-11,2022-07-15,First Class,Corporate,Central,Illinois,Office Supplies,Notebooks,11.17,1,0.05,1.79
2896,CA-2023-002146,2022-06-25,2022-07-01,Same Day,Corporate,South,Tennessee,Office Supplies,Paper Ream,153.89,6,0.2,39.09
2897,CA-2023-002146,2022-12-16,2022-12-19,Standard Class,Corporate,Central,Indiana,Office Supplies,Stapler,50.26,4,0.3,23.26
2898,CA-2021-002147,2023-06-26,2023-06-30,Second Class,Corporate,West,Oregon,Technology,Laptop,1657.35,3,0.0,360.88
2899,CA-2021-002147,2022-06-14,2022-06-17,Second Class,Corporate,Central,Indiana,Office Supplies,Paper Ream,13.39,1,0.15,2.84
2900,CA-2021-002147,2023-12-26,2023-12-28,Second Class,Corporate,West,Nevada,Office Supplies,Pens,150.65,4,0.15,70.8
2901,CA-2021-002148,2022-09-13,2022-09-19,Same Day,Corporate,East,Virginia,Furniture,Bookcase,1037.21,9,0.1,190.84
2902,CA-2021-002148,2022-07-17,2022-07-18,Standard Class,Consumer,West,Nevada,Furniture,Filing Cabinet,391.01,6,0.2,-9.21
2903,CA-2023-002149,2023-04-15,2023-04-18,Second Class,Home Office,West,Washington,Furniture,Office Chair,2130.16,9,0.3,257.91
2904,CA-2023-002149,2022-07-30,2022-08-05,Same Day,Corporate,South,Georgia,Furniture,Desk,2119.38,7,0.2,428.79
2905,CA-2023-002149,2023-08-30,2023-09-02,Second Class,Corporate,West,Oregon,Furniture,Bookcase,911.92,2,0.0,158.58
2906,CA-2023-002150,2023-06-13,2023-06-14,Same Day,Consumer,West,California,Furniture,Office Chair,7845.6,8,0.0,1088.35
2907,CA-2023-002150,2023-08-04,2023-08-08,First Class,Home Office,Central,Texas,Technology,Phone,5523.77,10,0.05,1135.19
2908,CA-2023-002150,2022-03-17,2022-03-20,First Class,Corporate,East,New York,Technology,Laptop,5304.82,8,0.15,694.28
2909,CA-2023-002151,2023-04-20,2023-04-21,Second Class,Home Office,East,New Jersey,Furniture,Desk,2795.37,3,0.0,430.96
2910,CA-2023-002151,2021-06-24,2021-06-30,Same Day,Consumer,South,North Carolina,Technology,Monitor,5595.93,9,0.0,1860.27
2911,CA-2023-002151,2021-08-13,2021-08-15,Second Class,Consumer,East,Pennsylvania,Office Supplies,Paper Ream,109.94,4,0.1,27.0
2912,CA-2023-002151,2023-10-18,2023-10-22,Second Class,Consumer,Central,Texas,Office Supplies,Tape,213.13,9,0.15,99.46
2913,CA-2021-002152,2023-01-15,2023-01-16,Same Day,Home Office,South,Alabama,Furniture,Office Chair,897.22,1,0.1,-76.9
2914,CA-2022-002153,2023-06-23,2023-06-28,First Class,Home Office,South,Alabama,Furniture,Sofa,3105.41,5,0.05,564.98
2915,CA-2023-002154,2022-11-04,2022-11-10,Same Day,Consumer,Central,Indiana,Technology,Monitor,3151.95,5,0.0,978.34
2916,CA-2023-002154,2021-01-21,2021-01-23,Standard Class,Consumer,Central,Indiana,Furniture,Filing Cabinet,1996.71,2,0.05,353.72
2917,CA-2022-002155,2023-11-30,2023-12-03,Same Day,Corporate,Central,Illinois,Office Supplies,Pens,280.35,10,0.1,134.36
2918,CA-2022-002155,2022-03-18,2022-03-19,First Class,Home Office,Central,Texas,Office Supplies,Folders,239.04,4,0.0,68.0
2919,CA-2022-002155,2021-04-21,2021-04-22,Same Day,Consumer,Central,Michigan,Furniture,Desk,1548.18,6,0.0,332.28
2920,CA-2022-002155,2022-05-19,2022-05-22,Second Class,Consumer,South,Tennessee,Furniture,Bookcase,3324.58,7,0.0,806.09
2921,CA-2023-002156,2022-07-18,2022-07-25,First Class,Consumer,South,Alabama,Office Supplies,Folders,34.05,1,0.3,6.24
2922,CA-2021-002157,2021-07-11,2021-07-16,Second Class,Corporate,West,California,Furniture,Sofa,458.46,6,0.1,-25.3
2923,CA-2021-002157,2023-11-26,2023-11-28,Same Day,Home Office,West,Arizona,Furniture,Office Chair,417.07,1,0.0,72.41
2924,CA-2023-002158,2023-07-08,2023-07-10,First Class,Home Office,East,New York,Technology,Phone,2156.24,9,0.3,495.94
2925,CA-2021-002159,2022-04-30,2022-05-05,First Class,Home Office,East,New Jersey,Office Supplies,Stapler,47.48,2,0.0,14.92
2926,CA-2021-002159,2023-06-14,2023-06-17,Second Class,Home Office,South,Georgia,Office Supplies,Notebooks,108.12,3,0.0,32.63
2927,CA-2023-002160,2023-12-18,2023-12-25,Same Day,Home Office,Central,Ohio,Office Supplies,Paper Ream,363.24,9,0.0,85.22
2928,CA-2023-002160,2023-05-17,2023-05-23,Standard Class,Consumer,Central,Indiana,Furniture,Bookcase,4029.75,10,0.1,-33.73
2929,CA-2022-002161,2023-11-16,2023-11-21,First Class,Consumer,South,Florida,Office Supplies,Stapler,179.7,5,0.0,81.57
2930,CA-2022-002161,2022-08-14,2022-08-18,First Class,Consumer,Central,Texas,Office Supplies,Folders,18.61,5,0.15,2.06
2931,CA-2022-002161,2023-01-25,2023-02-01,Second Class,Corporate,South,Alabama,Technology,Phone,2833.32,6,0.0,871.65
2932,CA-2022-002161,2023-07-05,2023-07-12,First Class,Corporate,East,Pennsylvania,Technology,Monitor,3225.6,8,0.3,424.01
2933,CA-2023-002162,2023-11-20,2023-11-24,Second Class,Consumer,Central,Ohio,Office Supplies,Pens,146.46,3,0.05,42.91
2934,CA-2023-002162,2022-08-07,2022-08-14,Standard Class,Corporate,South,Alabama,Furniture,Office Chair,5831.08,6,0.1,534.11
2935,CA-2022-002163,2023-05-24,2023-05-26,Same Day,Consumer,South,Tennessee,Technology,Keyboard,2106.78,4,0.15,603.44
2936,CA-2022-002163,2022-12-05,2022-12-06,Second Class,Corporate,South,Florida,Furniture,Desk,2279.3,3,0.2,128.47
2937,CA-2022-002163,2023-10-03,2023-10-05,Second Class,Consumer,West,Nevada,Technology,Laptop,2854.94,8,0.05,832.45
2938,CA-2022-002164,2021-07-31,2021-08-04,First Class,Consumer,Central,Texas,Office Supplies,Tape,4.72,1,0.1,2.29
2939,CA-2022-002164,2022-11-20,2022-11-27,First Class,Corporate,Central,Indiana,Furniture,Desk,6686.82,6,0.0,1573.92
2940,CA-2022-002164,2023-09-18,2023-09-24,First Class,Consumer,South,Alabama,Office Supplies,Notebooks,182.42,7,0.0,59.14
2941,CA-2022-002165,2023-10-27,2023-10-31,Standard Class,Consumer,West,Washington,Office Supplies,Folders,19.03,1,0.0,5.51
2942,CA-2022-002165,2021-11-21,2021-11-22,First Class,Home Office,Central,Ohio,Office Supplies,Paper Ream,270.65,10,0.05,51.21
2943,CA-2022-002165,2023-05-11,2023-05-12,Standard Class,Consumer,South,Florida,Office Supplies,Tape,270.73,9,0.15,97.05
2944,CA-2022-002166,2021-06-10,2021-06-11,Second Class,Home Office,West,California,Technology,Phone,667.66,2,0.05,68.08
2945,CA-2023-002167,2022-05-02,2022-05-08,Second Class,Home Office,South,North Carolina,Furniture,Office Chair,3626.5,4,0.2,-54.22
2946,CA-2023-002167,2023-11-29,2023-12-01,Same Day,Home Office,West,Oregon,Furniture,Bookcase,1342.83,2,0.05,113.97
2947,CA-2022-002168,2023-04-08,2023-04-10,Same Day,Corporate,South,Alabama,Furniture,Filing Cabinet,5331.8,5,0.0,846.17
2948,CA-2022-002168,2022-08-26,2022-08-28,Second Class,Consumer,East,New Jersey,Office Supplies,Tape,133.43,7,0.3,28.19
2949,CA-2022-002168,2022-02-02,2022-02-09,Same Day,Corporate,South,North Carolina,Technology,Laptop,1662.26,3,0.2,285.81
2950,CA-2022-002169,2022-09-12,2022-09-15,Same Day,Corporate,Central,Indiana,Furniture,Sofa,6430.14,10,0.1,230.58
2951,CA-2022-002169,2022-11-17,2022-11-19,Second Class,Corporate,South,Florida,Technology,Phone,1249.55,2,0.15,365.4
2952,CA-2022-002169,2021-01-21,2021-01-23,First Class,Consumer,South,North Carolina,Office Supplies,Notebooks,335.65,7,0.0,147.27
2953,CA-2022-002169,2023-11-30,2023-12-01,Same Day,Corporate,South,North Carolina,Office Supplies,Paper Ream,80.7,2,0.0,35.18
2954,CA-2023-002170,2021-10-09,2021-10-11,Same Day,Home Office,East,Pennsylvania,Technology,Monitor,215.74,1,0.05,25.7
2955,CA-2023-002170,2022-02-22,2022-02-27,Standard Class,Home Office,Central,Texas,Technology,Keyboard,2885.34,7,0.1,756.11
2956,CA-2022-002171,2022-11-03,2022-11-08,First Class,Corporate,South,Alabama,Furniture,Office Chair,5050.72,7,0.15,689.54
2957,CA-2022-002171,2023-10-26,2023-10-30,Same Day,Corporate,South,Tennessee,Office Supplies,Tape,371.43,9,0.0,168.88
2958,CA-2022-002171,2023-05-20,2023-05-23,Same Day,Corporate,Central,Texas,Office Supplies,Notebooks,254.52,5,0.1,47.32
2959,CA-2022-002172,2021-08-08,2021-08-11,Same Day,Corporate,East,Pennsylvania,Technology,Laptop,2135.45,7,0.1,619.05
2960,CA-2022-002172,2023-11-11,2023-11-15,Standard Class,Consumer,East,New York,Furniture,Desk,2880.56,8,0.0,584.5
2961,CA-2022-002172,2023-12-17,2023-12-20,Standard Class,Consumer,East,New York,Furniture,Desk,784.8,1,0.2,24.27
2962,CA-2022-002172,2021-04-12,2021-04-17,First Class,Home Office,West,Oregon,Furniture,Desk,1483.94,2,0.05,325.51
2963,CA-2023-002173,2023-10-01,2023-10-07,Second Class,Consumer,South,Tennessee,Technology,Keyboard,6319.0,10,0.0,1793.49
2964,CA-2023-002173,2023-04-04,2023-04-05,Standard Class,Consumer,East,Pennsylvania,Furniture,Sofa,6925.32,9,0.0,1093.08
2965,CA-2022-002174,2023-12-19,2023-12-22,Standard Class,Consumer,West,California,Technology,Printer,2318.98,6,0.1,519.72
2966,CA-2022-002174,2021-09-29,2021-10-03,First Class,Consumer,South,North Carolina,Office Supplies,Folders,36.37,1,0.15,12.6
2967,CA-2022-002174,2023-10-29,2023-11-05,First Class,Consumer,South,Florida,Furniture,Desk,520.48,4,0.0,62.26
2968,CA-2022-002174,2021-06-07,2021-06-08,Same Day,Consumer,South,North Carolina,Furniture,Bookcase,9213.1,10,0.0,-570.68
2969,CA-2023-002175,2023-07-05,2023-07-07,First Class,Consumer,Central,Ohio,Furniture,Filing Cabinet,367.56,3,0.05,-26.12
2970,CA-2023-002175,2023-04-28,2023-05-02,Second Class,Consumer,East,Massachusetts,Technology,Printer,2349.97,7,0.0,241.25
2971,CA-2023-002175,2023-11-11,2023-11-12,First Class,Corporate,East,Massachusetts,Furniture,Filing Cabinet,5886.59,7,0.1,346.08
2972,CA-2023-002175,2021-04-21,2021-04-27,Second Class,Corporate,Central,Ohio,Furniture,Filing Cabinet,1494.64,4,0.3,241.51
2973,CA-2021-002176,2023-06-14,2023-06-19,First Class,Consumer,South,North Carolina,Furniture,Office Chair,1013.36,8,0.0,11.88
2974,CA-2021-002176,2023-02-24,2023-02-28,Standard Class,Home Office,West,California,Furniture,Office Chair,3069.2,10,0.0,737.05
2975,CA-2023-002177,2022-07-13,2022-07-18,First Class,Consumer,East,Virginia,Furniture,Bookcase,3834.22,5,0.15,916.04
2976,CA-2023-002177,2022-01-21,2022-01-23,First Class,Corporate,South,North Carolina,Technology,Laptop,1224.45,2,0.05,73.0
2977,CA-2023-002177,2023-12-19,2023-12-26,Same Day,Corporate,Central,Illinois,Technology,Keyboard,2939.79,6,0.15,798.93
2978,CA-2023-002178,2022-10-24,2022-10-30,Standard Class,Home Office,East,New York,Technology,Laptop,2518.0,5,0.0,714.4
2979,CA-2021-002179,2023-01-18,2023-01-24,Same Day,Corporate,West,Arizona,Furniture,Bookcase,1059.78,4,0.2,-30.65
2980,CA-2022-002180,2022-02-01,2022-02-05,First Class,Corporate,West,Washington,Technology,Keyboard,29.27,1,0.1,2.51
2981,CA-2022-002180,2021-07-16,2021-07-23,Second Class,Consumer,Central,Illinois,Technology,Monitor,283.18,8,0.1,51.61
2982,CA-2021-002181,2022-04-04,2022-04-11,Second Class,Home Office,East,New Jersey,Office Supplies,Tape,155.06,4,0.3,21.25
2983,CA-2022-002182,2023-02-07,2023-02-08,Same Day,Corporate,South,Alabama,Furniture,Filing Cabinet,3178.64,6,0.3,741.08
2984,CA-2022-002182,2021-04-28,2021-05-04,Standard Class,Home Office,East,Virginia,Furniture,Office Chair,5325.84,6,0.0,911.03
2985,CA-2022-002182,2022-03-10,2022-03-14,Same Day,Consumer,East,Pennsylvania,Office Supplies,Tape,196.65,5,0.0,60.5
2986,CA-2022-002183,2022-12-28,2023-01-04,First Class,Home Office,Central,Texas,Technology,Phone,2248.67,3,0.15,497.59
2987,CA-2022-002183,2021-01-14,2021-01-19,First Class,Corporate,Central,Michigan,Furniture,Filing Cabinet,2594.95,5,0.0,166.44
2988,CA-2022-002183,2021-11-24,2021-11-28,Standard Class,Corporate,Central,Michigan,Furniture,Bookcase,745.04,1,0.2,130.88
2989,CA-2022-002184,2021-02-24,2021-03-01,Standard Class,Consumer,West,Arizona,Technology,USB Hub,1637.28,4,0.0,370.5
2990,CA-2023-002185,2021-04-11,2021-04-12,Same Day,Consumer,Central,Indiana,Furniture,Sofa,3343.26,4,0.3,473.42
2991,CA-2021-002186,2023-08-11,2023-08-18,Same Day,Home Office,West,Washington,Office Supplies,Tape,410.96,8,0.0,55.01
2992,CA-2021-002186,2021-07-25,2021-07-26,Second Class,Home Office,South,Georgia,Office Supplies,Paper Ream,171.84,10,0.2,38.21
2993,CA-2023-002187,2023-03-11,2023-03-17,First Class,Home Office,South,Tennessee,Furniture,Desk,8481.5,10,0.0,-404.96
2994,CA-2021-002188,2022-08-02,2022-08-08,Same Day,Consumer,West,Oregon,Technology,Monitor,6396.48,9,0.0,994.73
2995,CA-2021-002188,2022-06-29,2022-07-06,Same Day,Corporate,West,Nevada,Technology,Laptop,2469.47,9,0.3,263.59
2996,CA-2021-002188,2022-06-21,2022-06-26,Same Day,Corporate,West,Arizona,Furniture,Office Chair,8187.41,8,0.1,611.55
2997,CA-2021-002189,2022-09-21,2022-09-23,First Class,Home Office,Central,Indiana,Office Supplies,Tape,112.61,9,0.2,38.49
2998,CA-2021-002189,2021-06-14,2021-06-19,Standard Class,Consumer,South,Florida,Furniture,Desk,476.7,4,0.2,101.17
2999,CA-2023-002190,2023-05-11,2023-05-16,Standard Class,Consumer,West,Oregon,Technology,Monitor,1653.76,10,0.15,201.25
3000,CA-2023-002190,2022-03-20,2022-03-21,Same Day,Consumer,West,Oregon,Office Supplies,Pens,235.2,6,0.0,72.03
3001,CA-2023-002190,2021-12-31,2022-01-04,First Class,Corporate,South,North Carolina,Furniture,Bookcase,377.06,3,0.1,64.64
3002,CA-2023-002190,2022-01-17,2022-01-22,Standard Class,Consumer,South,North Carolina,Technology,USB Hub,1085.31,3,0.05,148.81
3003,CA-2021-002191,2021-10-09,2021-10-14,Second Class,Consumer,West,Nevada,Furniture,Sofa,483.36,4,0.3,38.06
3004,CA-2021-002191,2023-06-19,2023-06-22,First Class,Home Office,Central,Texas,Furniture,Sofa,303.95,1,0.3,43.3
3005,CA-2021-002191,2022-02-22,2022-02-23,First Class,Corporate,South,Tennessee,Office Supplies,Pens,116.34,3,0.05,25.68
3006,CA-2021-002192,2021-05-21,2021-05-27,Standard Class,Home Office,East,New Jersey,Furniture,Sofa,3806.1,6,0.0,761.09
3007,CA-2021-002192,2023-11-22,2023-11-23,First Class,Home Office,East,Massachusetts,Furniture,Office Chair,1721.08,4,0.15,99.39
3008,CA-2021-002192,2022-02-13,2022-02-18,Second Class,Corporate,Central,Michigan,Furniture,Sofa,857.23,2,0.2,181.28
3009,CA-2021-002193,2023-03-30,2023-04-04,Standard Class,Corporate,West,Arizona,Office Supplies,Stapler,68.45,5,0.1,14.13
3010,CA-2021-002193,2021-10-26,2021-11-02,First Class,Consumer,West,California,Office Supplies,Pens,264.38,8,0.3,53.98
3011,CA-2021-002193,2021-01-03,2021-01-04,Standard Class,Consumer,East,New Jersey,Technology,USB Hub,5225.33,9,0.2,1219.53
3012,CA-2021-002193,2023-07-08,2023-07-11,First Class,Consumer,West,Oregon,Furniture,Sofa,2688.44,4,0.0,-174.05
3013,CA-2022-002194,2023-03-22,2023-03-23,First Class,Corporate,South,Florida,Furniture,Desk,1688.21,2,0.2,0.34
3014,CA-2022-002194,2022-08-05,2022-08-09,First Class,Corporate,East,Massachusetts,Furniture,Desk,250.92,3,0.0,59.35
3015,CA-2022-002194,2021-10-23,2021-10-29,Second Class,Corporate,East,New Jersey,Office Supplies,Stapler,140.16,4,0.0,41.5
3016,CA-2022-002195,2023-02-28,2023-03-04,First Class,Consumer,South,Georgia,Office Supplies,Stapler,46.97,1,0.15,20.35
3017,CA-2023-002196,2021-04-14,2021-04-21,Same Day,Consumer,South,Florida,Office Supplies,Tape,222.92,4,0.0,26.88
3018,CA-2023-002196,2021-06-02,2021-06-05,Second Class,Corporate,Central,Texas,Technology,Printer,1347.98,2,0.0,436.46
3019,CA-2023-002196,2023-03-29,2023-03-30,First Class,Corporate,East,New Jersey,Office Supplies,Pens,189.51,7,0.15,52.01
3020,CA-2023-002197,2023-06-10,2023-06-14,Second Class,Consumer,Central,Ohio,Furniture,Bookcase,5391.12,6,0.0,-274.04
3021,CA-2021-002198,2023-06-19,2023-06-25,Standard Class,Corporate,West,Washington,Technology,Keyboard,986.42,10,0.15,264.47
3022,CA-2021-002198,2022-01-01,2022-01-03,First Class,Consumer,East,Virginia,Furniture,Desk,1984.34,2,0.0,248.23
3023,CA-2021-002198,2023-10-29,2023-10-30,First Class,Home Office,West,Washington,Furniture,Sofa,1016.9,5,0.0,165.63
3024,CA-2021-002199,2022-08-06,2022-08-13,Standard Class,Consumer,Central,Michigan,Office Supplies,Folders,77.73,3,0.0,7.95
3025,CA-2021-002199,2022-09-11,2022-09-12,Same Day,Consumer,West,Oregon,Office Supplies,Pens,13.5,3,0.1,5.14
3026,CA-2023-002200,2021-10-28,2021-11-01,Standard Class,Corporate,South,Tennessee,Technology,USB Hub,2542.08,3,0.0,315.7
3027,CA-2023-002200,2023-05-03,2023-05-06,Standard Class,Home Office,South,Tennessee,Office Supplies,Stapler,211.2,5,0.0,105.27
3028,CA-2023-002200,2021-07-14,2021-07-15,Standard Class,Home Office,Central,Illinois,Furniture,Office Chair,506.7,4,0.15,105.87
3029,CA-2023-002200,2022-04-28,2022-05-01,Second Class,Home Office,East,New York,Technology,Monitor,1507.62,3,0.0,404.31
3030,CA-2021-002201,2022-05-13,2022-05-20,Standard Class,Corporate,Central,Michigan,Furniture,Filing Cabinet,273.69,3,0.0,2.63
3031,CA-2021-002201,2021-03-22,2021-03-29,Same Day,Corporate,Central,Illinois,Furniture,Sofa,4887.84,8,0.0,43.15
3032,CA-2023-002202,2023-03-21,2023-03-25,Same Day,Home Office,East,Virginia,Office Supplies,Paper Ream,17.5,5,0.3,5.16
3033,CA-2023-002202,2022-01-01,2022-01-08,First Class,Home Office,East,New York,Furniture,Filing Cabinet,5119.9,5,0.0,-475.32
3034,CA-2022-002203,2021-10-24,2021-10-27,Same Day,Home Office,West,Washington,Furniture,Office Chair,7846.8,8,0.0,161.9
3035,CA-2022-002203,2023-12-26,2023-12-31,Same Day,Consumer,East,Massachusetts,Technology,Phone,1529.84,4,0.3,534.57
3036,CA-2021-002204,2022-03-26,2022-03-31,Second Class,Home Office,East,Virginia,Office Supplies,Stapler,97.38,2,0.0,40.71
3037,CA-2021-002204,2023-07-30,2023-08-04,Second Class,Home Office,East,Massachusetts,Office Supplies,Notebooks,156.46,7,0.3,71.01
3038,CA-2021-002204,2022-04-19,2022-04-20,Same Day,Corporate,West,Washington,Furniture,Bookcase,5874.43,9,0.15,602.63
3039,CA-2021-002204,2021-06-15,2021-06-21,Second Class,Home Office,West,California,Office Supplies,Paper Ream,73.76,4,0.1,28.24
3040,CA-2022-002205,2023-09-09,2023-09-12,Same Day,Consumer,Central,Texas,Technology,Keyboard,593.28,1,0.1,130.46
3041,CA-2023-002206,2023-04-30,2023-05-02,Same Day,Home Office,East,New Jersey,Technology,Monitor,473.56,2,0.0,139.02
3042,CA-2023-002206,2023-01-06,2023-01-09,First Class,Home Office,Central,Texas,Office Supplies,Stapler,29.2,3,0.15,9.73
3043,CA-2023-002206,2022-11-02,2022-11-07,Standard Class,Home Office,Central,Texas,Furniture,Bookcase,946.28,2,0.0,98.07
3044,CA-2023-002206,2023-10-17,2023-10-20,Same Day,Consumer,East,New Jersey,Furniture,Office Chair,1140.74,6,0.05,276.13
3045,CA-2021-002207,2022-11-18,2022-11-24,Standard Class,Home Office,East,Massachusetts,Technology,Keyboard,174.35,1,0.3,21.13
3046,CA-2021-002207,2023-09-25,2023-10-02,Same Day,Consumer,East,Pennsylvania,Furniture,Desk,6056.0,9,0.3,1235.01
3047,CA-2021-002207,2021-10-14,2021-10-19,Standard Class,Consumer,West,Oregon,Office Supplies,Notebooks,52.44,2,0.05,12.65
3048,CA-2021-002207,2021-10-12,2021-10-19,First Class,Home Office,Central,Michigan,Office Supplies,Tape,12.2,2,0.0,3.37
3049,CA-2022-002208,2022-09-19,2022-09-24,Standard Class,Consumer,South,Georgia,Technology,Printer,950.36,4,0.0,303.45
3050,CA-2022-002208,2022-06-16,2022-06-22,First Class,Corporate,South,Georgia,Furniture,Office Chair,109.96,1,0.0,8.61
3051,CA-2022-002208,2021-07-09,2021-07-15,First Class,Corporate,West,Oregon,Office Supplies,Paper Ream,55.23,1,0.0,7.02
3052,CA-2022-002209,2023-07-06,2023-07-07,Standard Class,Consumer,Central,Texas,Office Supplies,Stapler,76.87,3,0.2,9.61
3053,CA-2022-002209,2022-01-12,2022-01-19,Second Class,Home Office,South,Alabama,Technology,Keyboard,384.93,2,0.3,118.78
3054,CA-2021-002210,2023-10-12,2023-10-15,First Class,Consumer,East,Pennsylvania,Furniture,Desk,3208.14,4,0.1,22.14
3055,CA-2022-002211,2022-08-26,2022-09-02,Standard Class,Consumer,West,Nevada,Technology,Laptop,221.83,7,0.0,52.95
3056,CA-2023-002212,2023-07-22,2023-07-27,First Class,Corporate,East,New York,Furniture,Desk,801.99,5,0.3,133.09
3057,CA-2021-002213,2021-09-25,2021-10-01,Same Day,Corporate,East,Pennsylvania,Office Supplies,Stapler,60.74,2,0.0,23.34
3058,CA-2021-002213,2023-06-16,2023-06-19,Same Day,Corporate,South,Alabama,Technology,Monitor,307.2,2,0.3,58.19
3059,CA-2023-002214,2023-07-24,2023-07-30,Second Class,Consumer,East,Pennsylvania,Office Supplies,Folders,9.28,3,0.3,1.76
3060,CA-2021-002215,2023-10-24,2023-10-28,First Class,Corporate,Central,Texas,Office Supplies,Stapler,440.01,9,0.0,157.56
3061,CA-2021-002215,2023-10-19,2023-10-24,Standard Class,Home Office,South,Georgia,Technology,Laptop,4953.27,7,0.0,616.15
3062,CA-2021-002215,2022-01-30,2022-02-04,First Class,Home Office,West,Washington,Technology,Phone,1185.73,2,0.15,144.1
3063,CA-2021-002216,2022-04-28,2022-05-03,Second Class,Corporate,East,New York,Technology,Phone,1070.52,3,0.15,134.35
3064,CA-2021-002216,2021-01-18,2021-01-20,Same Day,Corporate,South,Georgia,Office Supplies,Stapler,44.86,1,0.0,18.26
3065,CA-2021-002216,2021-04-23,2021-04-29,Second Class,Corporate,East,Massachusetts,Office Supplies,Tape,116.38,6,0.15,45.11
3066,CA-2021-002216,2023-11-24,2023-11-30,Same Day,Consumer,East,New Jersey,Technology,Phone,4336.15,10,0.3,825.58
3067,CA-2022-002217,2021-01-19,2021-01-22,Second Class,Corporate,East,New York,Furniture,Office Chair,847.18,1,0.1,61.9
3068,CA-2022-002217,2023-06-28,2023-07-01,Standard Class,Corporate,West,California,Furniture,Desk,5455.2,8,0.0,1158.56
3069,CA-2021-002218,2023-04-18,2023-04-22,Same Day,Home Office,West,California,Office Supplies,Stapler,58.09,2,0.1,27.91
3070,CA-2021-002218,2021-05-02,2021-05-08,Same Day,Corporate,East,Massachusetts,Furniture,Desk,2842.04,5,0.2,183.33
3071,CA-2021-002218,2021-01-29,2021-01-31,Same Day,Corporate,West,California,Furniture,Sofa,716.44,4,0.3,123.08
3072,CA-2021-002219,2022-09-23,2022-09-30,Second Class,Consumer,Central,Illinois,Furniture,Filing Cabinet,4010.85,7,0.3,521.59
3073,CA-2021-002219,2022-06-19,2022-06-26,Standard Class,Consumer,Central,Indiana,Office Supplies,Pens,127.12,4,0.0,53.53
3074,CA-2021-002219,2022-06-19,2022-06-23,Second Class,Home Office,South,Alabama,Office Supplies,Tape,79.31,10,0.3,8.64
3075,CA-2021-002220,2022-08-14,2022-08-16,Same Day,Home Office,West,Oregon,Furniture,Office Chair,964.33,3,0.1,214.87
3076,CA-2022-002221,2023-01-23,2023-01-28,Same Day,Consumer,Central,Texas,Office Supplies,Pens,75.68,2,0.3,9.29
3077,CA-2022-002221,2021-11-13,2021-11-16,Second Class,Corporate,East,New Jersey,Furniture,Filing Cabinet,4815.67,7,0.3,17.37
3078,CA-2022-002221,2021-11-14,2021-11-16,Standard Class,Corporate,Central,Illinois,Technology,Printer,159.02,2,0.15,20.25
3079,CA-2022-002221,2021-02-26,2021-03-02,Second Class,Home Office,West,California,Office Supplies,Pens,28.83,1,0.05,11.38
3080,CA-2023-002222,2022-09-26,2022-09-29,Standard Class,Consumer,West,California,Technology,Printer,1422.36,3,0.2,405.73
3081,CA-2023-002222,2021-10-06,2021-10-09,First Class,Consumer,South,Georgia,Office Supplies,Stapler,50.18,7,0.2,7.2
3082,CA-2022-002223,2023-12-30,2024-01-02,Standard Class,Corporate,Central,Ohio,Office Supplies,Notebooks,85.05,6,0.3,34.47
3083,CA-2022-002223,2023-01-26,2023-01-27,Second Class,Home Office,Central,Indiana,Furniture,Filing Cabinet,1613.84,9,0.1,385.1
3084,CA-2022-002223,2022-04-17,2022-04-24,First Class,Corporate,East,Pennsylvania,Furniture,Bookcase,3719.36,6,0.05,863.46
3085,CA-2022-002224,2023-10-13,2023-10-16,Standard Class,Corporate,East,Virginia,Office Supplies,Pens,52.63,1,0.0,17.6
3086,CA-2022-002224,2023-01-04,2023-01-06,Second Class,Corporate,South,Georgia,Technology,Phone,2247.91,5,0.3,444.42
3087,CA-2022-002224,2022-06-26,2022-07-03,Same Day,Home Office,South,North Carolina,Technology,Phone,2190.6,10,0.1,390.24
3088,CA-2022-002225,2023-03-11,2023-03-14,Second Class,Home Office,West,Nevada,Furniture,Filing Cabinet,3569.08,9,0.3,97.99
3089,CA-2023-002226,2022-08-18,2022-08-24,First Class,Consumer,East,Massachusetts,Technology,USB Hub,336.07,7,0.0,30.89
3090,CA-2023-002226,2022-06-03,2022-06-10,First Class,Consumer,West,Washington,Furniture,Filing Cabinet,4314.62,6,0.2,-365.74
3091,CA-2023-002226,2022-06-02,2022-06-06,Second Class,Consumer,South,Florida,Office Supplies,Folders,27.54,1,0.0,7.13
3092,CA-2023-002227,2021-09-12,2021-09-18,Second Class,Corporate,Central,Texas,Office Supplies,Paper Ream,311.75,7,0.05,47.6
3093,CA-2023-002227,2022-05-20,2022-05-26,First Class,Home Office,West,Oregon,Office Supplies,Tape,283.41,10,0.1,135.78
3094,CA-2022-002228,2023-05-26,2023-05-27,Second Class,Consumer,South,Alabama,Office Supplies,Stapler,261.43,8,0.1,85.74
3095,CA-2022-002228,2022-12-27,2023-01-03,First Class,Home Office,Central,Ohio,Technology,USB Hub,5342.0,8,0.0,544.83
3096,CA-2021-002229,2023-06-19,2023-06-25,Second Class,Home Office,West,Nevada,Office Supplies,Stapler,65.38,2,0.0,28.77
3097,CA-2021-002229,2023-03-19,2023-03-26,Second Class,Home Office,Central,Texas,Furniture,Bookcase,1838.67,3,0.0,113.23
